,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
20415,0.0072,73,0,0.0002,12800,2,1,0,1,1,1
20416,0.4345,67,0,0.7786,9083,16,0,3,0,0,0
20417,0.4256,40,1,0.3694,5416,11,0,1,0,3,0
20418,0.027999999999999997,49,0,0.4703,8893,20,0,5,0,2,0
20419,0.4116,82,0,0.1195,10344,8,0,0,0,0,0
20420,0.0203,44,0,0.8785,4500,11,0,3,0,2,0
20421,0.0282,57,0,0.2604,4500,12,0,0,0,1,0
20422,0.0,31,0,0.0129,15600,5,0,0,0,0,0
20423,0.0661,44,0,0.3309,6000,2,0,1,0,2,0
20424,0.0372,69,0,0.29600000000000004,3833,9,0,0,0,1,0
20425,0.0162,39,0,0.4537,21000,17,0,2,0,2,0
20426,0.0454,64,0,0.2497,11500,12,0,3,0,1,0
20427,0.4519,39,0,0.5656,6000,16,0,1,0,0,0
20428,0.0731,59,1,0.10300000000000001,3900,15,0,4,0,1,0
20429,0.5948,78,1,0.9566,1244,11,1,1,0,0,0
20430,0.0185,35,0,0.7343,4501,13,0,2,0,0,0
20431,0.7306,32,1,0.22899999999999998,0,7,0,0,0,0,0
20432,0.0218,57,0,0.2637,3666,25,0,1,0,1,0
20433,0.13699999999999998,71,0,0.9585,5377,11,0,2,0,1,0
20434,0.0084,90,0,0.1572,2683,2,0,0,0,0,0
20435,0.0462,41,0,0.2728,7538,8,0,2,0,2,0
20436,1.0,25,0,0.0152,1649,0,1,0,0,0,0
20437,0.0386,77,0,0.3481,5500,15,0,2,0,0,0
20438,0.0101,40,0,0.1895,6750,4,0,1,0,0,0
20439,0.5329999999999999,50,0,0.3888,8750,4,0,1,0,4,0
20440,0.0641,46,0,0.4001,10809,5,0,2,0,1,0
20441,0.1398,37,0,0.8143,3500,3,0,1,0,1,0
20442,0.2094,46,0,0.1668,1,9,0,2,0,2,0
20443,0.1351,27,0,0.3917,3333,11,0,0,0,0,0
20444,0.1816,39,1,0.9172,6666,12,0,4,0,1,0
20445,0.0346,35,0,0.48700000000000004,6250,10,0,2,0,0,0
20446,0.7313,55,0,0.6404,3258,8,0,1,0,0,0
20447,0.8291,40,0,0.583,1625,8,0,1,0,2,0
20448,0.1703,66,0,0.5567,7057,19,0,1,0,0,0
20449,0.068,56,0,0.2584,7340,11,0,2,0,2,0
20450,0.0004,79,1,0.0,2000,2,2,0,1,0,1
20451,1.0,30,98,0.025,1200,0,98,0,98,0,1
20452,0.0301,59,0,0.0752,14446,3,0,1,0,1,0
20453,0.0,57,0,0.2282,3970,6,1,1,0,0,0
20454,0.1726,40,0,0.7172,830,15,0,0,0,0,0
20455,0.0337,54,0,0.0026,3512,4,0,0,0,0,0
20456,0.0412,56,0,0.1355,4368,3,0,1,0,0,0
20457,0.0613,56,0,0.0321,11757,12,0,1,0,2,0
20458,0.0041,44,0,0.4132,4754,6,0,1,0,0,0
20459,0.0991,28,0,0.08800000000000001,4000,11,0,0,0,0,0
20460,0.8942,48,2,0.1887,2200,11,1,1,0,0,0
20461,1.0,86,0,0.231,4173,5,0,0,0,0,0
20462,0.1135,88,0,0.0056,3600,2,0,0,0,1,0
20463,0.2686,30,0,0.3238,5750,3,0,1,0,0,0
20464,0.9227,62,0,0.2787,12435,15,0,2,0,0,0
20465,0.6352,22,0,0.0848,400,2,0,0,0,0,0
20466,0.002,60,1,0.0008,1300,4,0,0,0,0,0
20467,0.9892,80,1,0.4914,2500,3,0,1,0,0,0
20468,1.0,42,0,0.0781,3825,1,0,0,0,0,0
20469,0.3023,28,0,0.2472,4800,9,0,0,0,0,0
20470,0.016,60,0,0.1764,11233,13,0,1,0,1,0
20471,0.0363,52,0,0.0049,8600,10,0,0,0,0,0
20472,0.8164,42,0,0.4321,3790,7,0,0,0,2,0
20473,0.9861,37,1,0.1039,5600,10,1,2,2,2,1
20474,0.2487,23,0,0.5984,898,3,0,0,0,0,0
20475,0.0287,59,0,0.0063,9370,9,0,0,0,0,0
20476,0.1256,56,3,0.1939,5600,7,2,0,1,0,1
20477,0.2168,59,3,0.5648,2883,14,0,2,0,0,0
20478,0.0501,35,0,0.1692,2133,3,0,0,0,0,0
20479,0.2,41,0,0.7492,3500,5,0,2,0,0,0
20480,0.0016,37,0,0.0,1333,2,0,0,0,0,0
20481,0.1167,58,0,0.3735,6270,11,1,2,0,0,0
20482,0.3583,63,0,0.4168,3617,6,0,1,0,0,0
20483,0.1732,32,0,0.1609,4493,14,0,0,0,0,0
20484,0.0194,49,0,0.2282,15983,6,0,2,0,2,0
20485,0.0363,38,0,0.1103,7000,8,0,1,0,1,0
20486,0.0011,55,0,0.3361,5000,22,0,2,0,0,0
20487,0.0379,67,0,0.0614,6500,10,0,0,0,0,0
20488,0.1021,40,1,0.1267,11130,4,0,0,0,4,0
20489,0.0871,34,0,0.4431,7916,10,0,2,1,0,0
20490,0.0042,58,0,0.4334,3340,14,0,1,0,0,0
20491,0.0119,51,0,0.4107,8541,9,0,3,0,0,0
20492,0.7549,55,1,0.7935,2750,5,1,1,1,3,1
20493,0.0575,67,1,0.0037,20800,5,1,0,0,0,0
20494,0.1444,33,0,0.7462,5416,6,0,2,0,0,0
20495,0.8716,35,1,0.4636,7750,8,0,2,0,2,0
20496,0.737,49,0,0.1151,10666,9,0,1,0,4,0
20497,0.2786,53,0,0.4746,6200,12,0,1,0,1,0
20498,0.9338,47,0,0.4476,16200,8,0,1,0,0,0
20499,0.4246,36,0,0.2328,24708,9,0,4,0,1,0
20500,0.1603,49,0,0.4645,7300,8,0,1,0,3,0
20501,0.022000000000000002,52,0,0.2275,4250,10,0,1,0,1,0
20502,0.6535,41,0,0.1352,2000,8,0,2,0,1,0
20503,0.3649,60,0,0.9274,3500,13,0,1,0,0,0
20504,0.302,33,0,0.3391,14916,8,0,2,0,1,0
20505,0.023,80,0,0.1713,7500,7,0,1,0,0,0
20506,0.1001,44,0,0.2555,1,8,0,0,0,0,0
20507,0.5953,56,1,0.1301,13924,10,0,0,0,3,0
20508,0.2994,41,0,0.3193,9649,8,0,2,0,2,0
20509,0.6444,58,0,0.1424,2300,12,0,1,0,0,0
20510,0.9582,59,3,0.4026,4500,11,0,2,0,0,0
20511,0.0002,57,0,0.1653,3000,4,0,0,0,2,0
20512,1.0,61,0,0.28300000000000003,21000,9,0,2,0,0,0
20513,0.5596,62,0,0.1049,20000,9,0,0,0,0,0
20514,0.511,44,1,0.1669,3006,8,0,0,0,1,0
20515,0.0631,60,0,0.2938,12600,14,0,3,0,1,0
20516,0.9935,33,1,0.7886,8189,9,0,2,0,1,0
20517,0.1301,26,0,0.078,5458,5,0,0,0,0,0
20518,0.0486,64,0,0.3635,8229,5,0,1,0,0,0
20519,0.1361,35,0,0.3282,9250,5,0,2,0,2,0
20520,0.2228,56,0,0.2898,8750,12,0,2,0,0,0
20521,0.6479,41,0,0.316,10525,7,0,1,0,2,0
20522,0.0,72,0,0.3543,3400,15,0,1,0,0,0
20523,0.0512,44,0,0.5905,5000,4,0,1,0,0,0
20524,0.0,40,0,0.0,3500,1,0,0,0,0,0
20525,0.996,66,0,0.1596,3333,8,0,0,0,0,0
20526,0.0269,75,0,0.0179,3916,8,0,0,0,1,0
20527,0.0095,64,0,0.2682,8333,8,0,1,0,1,0
20528,0.6293,66,0,0.7552,2050,24,0,0,0,0,0
20529,0.5831,68,1,0.4003,5200,11,0,1,0,0,0
20530,0.092,71,0,0.1163,4075,6,0,1,0,1,0
20531,0.4286,53,0,0.5622,7366,10,0,2,0,0,0
20532,0.3288,34,0,0.1114,1,7,0,2,0,2,0
20533,0.6545,55,1,0.1938,2424,2,1,0,0,0,0
20534,0.0878,56,0,0.5653,21900,16,0,5,0,2,0
20535,0.1763,62,0,0.2353,14000,9,0,3,0,0,0
20536,0.2777,67,0,0.0647,3200,3,0,0,0,0,0
20537,0.0715,39,0,0.4879,8800,14,0,4,0,0,0
20538,0.0,55,0,0.1239,4300,10,0,0,0,1,0
20539,0.1156,68,0,0.1993,4972,8,0,2,0,1,0
20540,0.0219,69,0,0.4001,6800,20,0,2,0,0,0
20541,0.0575,53,0,0.1592,0,15,0,1,0,0,0
20542,0.4985,65,0,0.833,5833,18,0,2,0,2,0
20543,0.6093,51,1,0.9577,3000,10,0,1,0,0,0
20544,0.6101,37,0,0.0777,7854,2,0,0,0,2,0
20545,0.0521,62,0,0.7708,1840,13,0,1,0,0,0
20546,0.0088,61,0,0.3493,3600,9,0,2,0,0,0
20547,0.5911,49,1,0.4944,8900,19,0,2,0,1,0
20548,1.0,43,0,0.1494,3700,2,0,0,0,0,0
20549,0.8948,43,2,0.1094,1800,8,0,1,0,0,0
20550,1.0,47,0,0.0915,4500,5,0,0,0,3,0
20551,0.0,50,0,0.3588,4631,5,0,1,0,1,0
20552,0.4163,31,0,0.3401,5306,9,0,1,0,1,0
20553,0.0737,83,0,0.03,2800,8,0,0,0,0,0
20554,0.3002,59,2,0.1254,1300,11,0,1,0,0,0
20555,0.3522,26,0,0.155,1,2,0,0,0,0,0
20556,0.0,25,0,0.0,0,2,0,0,0,0,0
20557,0.0279,42,0,0.2916,4499,4,0,1,0,2,0
20558,0.3365,66,0,0.5172,10589,9,0,4,0,0,0
20559,0.3586,39,0,0.0642,5136,3,0,0,0,1,0
20560,0.4183,55,1,0.1062,4500,12,0,0,1,0,0
20561,0.1889,63,0,0.2629,5416,10,0,1,0,0,0
20562,0.0072,74,0,0.1456,3000,5,0,0,0,0,0
20563,1.0,32,0,0.1351,4167,3,3,0,0,0,0
20564,0.996,49,0,0.2569,4300,2,2,1,1,0,1
20565,0.1169,42,0,0.1513,8400,2,2,1,0,3,0
20566,0.0,78,0,0.4307,2950,8,0,1,0,0,0
20567,0.0107,58,0,0.0621,6500,4,0,1,0,0,0
20568,0.0406,35,0,0.2715,15500,16,0,2,0,2,0
20569,0.757,59,0,0.2179,5120,4,0,0,0,2,0
20570,0.1918,39,0,0.4754,5620,6,0,1,0,1,0
20571,0.6047,27,0,0.1323,3000,8,0,0,0,0,0
20572,1.0,39,2,0.665,1,2,1,0,0,0,0
20573,0.5885,61,0,0.6385,10900,20,0,6,0,0,0
20574,0.0977,55,0,0.2894,15000,7,0,2,0,2,0
20575,0.0134,45,0,0.2483,5541,10,0,1,0,0,0
20576,0.0,82,0,0.1464,2500,11,0,3,1,0,0
20577,0.1528,40,0,0.4726,3916,8,0,1,0,0,0
20578,0.2746,52,0,0.2264,14538,17,0,2,0,1,0
20579,0.0,58,0,0.3556,1167,12,0,2,0,0,0
20580,0.3596,32,0,0.2578,10000,7,0,1,1,2,0
20581,0.20199999999999999,38,0,0.1315,1,5,0,1,0,2,0
20582,1.0,56,0,0.3593,2309,2,0,1,0,0,0
20583,0.0457,53,0,0.5555,9583,10,0,4,0,2,0
20584,0.0264,35,0,0.2824,5593,7,0,2,0,3,0
20585,0.1061,61,0,0.2492,2250,3,0,0,0,2,0
20586,0.868,38,0,0.10099999999999999,5000,11,0,1,0,0,0
20587,0.0,86,0,0.0,1113,1,0,0,0,1,0
20588,1.0,35,1,0.2227,1800,1,0,0,0,4,0
20589,0.2774,55,0,0.3309,6270,10,0,1,0,0,0
20590,0.8457,62,0,0.3629,5628,7,0,1,0,0,0
20591,0.1078,61,0,0.0106,7271,7,0,0,0,0,0
20592,0.337,61,0,0.6589,1500,15,0,1,0,0,0
20593,0.0231,38,0,0.196,8208,7,0,2,0,0,0
20594,0.4345,55,0,0.2485,6550,6,0,1,0,2,0
20595,0.7808,62,0,0.1535,1417,9,0,1,0,1,0
20596,0.4016,46,0,0.5887,7245,12,0,1,0,2,0
20597,0.092,48,0,0.3239,13000,9,0,1,0,0,0
20598,0.005,60,0,0.3367,8926,5,0,1,0,1,0
20599,0.1013,38,0,0.0024,3800,1,0,0,0,0,0
20600,0.0368,43,0,0.0964,8333,9,0,0,0,3,0
20601,0.8135,41,1,0.2962,6666,10,0,1,0,2,0
20602,1.0,42,1,0.2862,3500,1,0,1,1,0,0
20603,0.0531,31,0,0.282,8333,4,0,1,0,1,0
20604,0.1486,78,0,0.637,450,10,0,1,0,0,0
20605,0.0,45,0,0.0,9274,3,0,0,0,4,0
20606,0.3738,41,0,0.4046,6000,4,0,2,0,0,0
20607,0.2343,63,0,0.2125,8000,20,0,0,0,0,0
20608,0.8962,51,1,0.3836,5800,11,0,1,0,0,0
20609,0.8536,56,0,0.4024,2044,7,0,0,0,0,0
20610,0.10099999999999999,71,0,0.3923,4700,7,0,1,0,0,0
20611,0.7559,49,2,0.4031,6000,14,0,1,0,2,0
20612,0.0,29,0,0.802,4191,5,0,0,1,2,0
20613,0.8628,47,1,0.0466,7765,4,4,0,1,1,1
20614,0.2418,70,0,0.5663,6299,11,0,1,0,1,0
20615,0.2299,65,0,0.3606,6923,12,0,2,0,0,0
20616,0.1301,34,0,0.293,4500,7,0,0,0,0,0
20617,0.133,47,1,0.1699,5519,9,0,0,0,0,0
20618,0.3329,46,0,0.1479,8851,6,0,0,0,1,0
20619,0.6751,46,2,0.42100000000000004,9800,17,0,1,0,3,0
20620,0.4463,67,0,0.3268,6666,10,0,1,0,1,0
20621,0.0921,43,0,0.6868,4211,14,0,1,0,1,0
20622,0.1027,32,0,0.3714,5300,11,0,0,0,0,0
20623,0.9927,49,0,0.2161,5200,9,0,0,0,0,0
20624,0.0346,62,0,0.2746,8400,13,0,1,0,3,0
20625,0.1654,54,0,0.2607,4284,16,0,1,0,3,0
20626,0.0495,63,0,0.3327,5000,12,0,2,0,2,0
20627,0.1054,35,2,0.1468,2308,8,0,0,0,1,0
20628,0.0689,55,0,0.1698,16500,7,0,1,0,1,0
20629,0.7817,62,1,0.3382,9400,15,0,2,1,0,0
20630,0.3104,62,0,0.6638,3333,13,0,2,0,0,0
20631,0.032,35,0,0.8659,6943,19,0,9,0,0,0
20632,0.0302,52,0,0.2661,5535,8,0,2,0,1,0
20633,1.0,23,0,0.0,898,1,0,0,0,0,0
20634,0.024,70,0,0.0184,6250,13,0,0,0,0,0
20635,0.0161,49,1,0.2289,11666,23,0,2,0,2,0
20636,0.5054,36,0,0.325,5903,9,0,1,0,2,0
20637,0.7453,48,0,0.2391,10459,8,0,1,0,0,0
20638,0.8441,34,0,0.0924,11300,3,0,0,0,4,0
20639,1.0,80,0,0.1782,9600,4,0,1,0,0,0
20640,0.0,64,0,0.7585,2500,8,0,1,0,0,0
20641,0.5414,32,0,0.3633,3500,5,0,1,0,0,0
20642,0.0,41,0,0.3716,8850,10,0,4,0,0,0
20643,0.0,62,0,0.0367,10147,13,0,0,0,2,0
20644,0.0668,70,0,0.7007,958,9,0,0,0,0,0
20645,0.0003,64,0,0.1085,6249,6,0,1,0,2,0
20646,1.0,45,0,0.1327,3600,9,0,0,0,2,0
20647,0.1036,65,0,0.4632,9286,11,0,2,0,2,0
20648,0.0258,54,0,0.006999999999999999,3139,3,0,0,0,0,0
20649,0.0137,44,0,0.2791,6200,4,0,1,0,2,0
20650,0.0348,79,0,0.3796,4472,17,0,1,0,0,0
20651,0.9344,67,1,0.7354,14083,22,0,2,0,1,0
20652,1.0,63,0,0.2194,1166,2,1,0,0,1,0
20653,0.1928,42,0,0.3403,6500,11,0,1,0,2,0
20654,0.0317,59,0,0.0056,9495,9,0,0,0,0,0
20655,0.4987,30,0,0.2999,2000,6,0,0,0,0,0
20656,0.1269,72,0,0.2514,15000,6,0,2,0,2,0
20657,0.0474,67,0,0.1002,8521,7,0,1,0,1,0
20658,0.3024,63,0,0.08800000000000001,8694,7,0,2,0,0,0
20659,0.153,49,1,0.0054,2025,1,1,0,0,1,0
20660,0.3007,56,0,0.3845,7966,8,0,1,0,1,0
20661,0.4964,49,0,0.3575,3666,6,0,1,0,1,0
20662,0.1027,53,3,0.2658,5707,21,1,0,1,1,1
20663,0.0084,49,0,0.2446,6250,12,0,1,0,1,0
20664,0.0086,69,0,0.2624,3700,11,0,1,0,1,0
20665,0.0916,48,0,0.355,3120,10,1,0,0,1,0
20666,0.1761,64,0,0.0822,7587,2,0,1,0,0,0
20667,0.1367,67,0,0.0135,6000,3,0,0,0,0,0
20668,0.0757,62,0,0.1537,9583,7,0,1,0,2,0
20669,0.0,40,0,0.3306,12333,5,0,2,0,2,0
20670,0.3749,41,0,0.4344,3454,5,1,0,0,1,0
20671,0.0,23,0,0.0,2500,2,0,0,0,0,0
20672,0.0066,81,0,0.0011,2666,2,0,0,0,0,0
20673,0.0231,90,0,0.0048,3100,6,0,0,0,0,0
20674,0.0078,56,0,0.0253,2841,13,0,0,0,0,0
20675,0.4466,53,1,0.1808,4500,15,0,0,0,0,0
20676,0.0114,51,0,0.2222,5800,4,0,1,0,1,0
20677,0.3877,31,0,0.4443,3600,5,0,1,0,2,0
20678,0.0,63,1,0.2183,17517,12,0,3,0,0,0
20679,0.0012,52,0,0.7557,6360,15,0,3,0,0,0
20680,0.6323,56,0,0.6879,4950,20,0,2,0,1,0
20681,0.1536,36,1,0.4752,5500,8,0,1,0,3,0
20682,0.0,51,0,0.4594,0,18,0,2,0,4,0
20683,0.021,72,0,0.1239,3333,10,0,0,0,0,0
20684,0.5366,71,0,0.1693,2374,25,0,1,0,0,0
20685,0.0989,30,2,0.0903,3000,2,0,0,1,1,0
20686,0.2156,54,0,0.5856,3650,9,0,1,0,0,0
20687,0.0882,30,2,0.0819,3466,5,0,0,0,0,0
20688,0.0,40,0,0.0,3000,2,0,0,0,1,0
20689,0.0077,72,0,0.1883,1217,10,0,1,0,0,0
20690,0.14800000000000002,85,0,0.0288,2600,4,0,0,0,0,0
20691,0.1603,64,0,0.2333,21667,14,0,4,0,1,0
20692,0.34299999999999997,51,0,0.2642,9500,8,0,3,0,2,0
20693,0.0318,68,0,0.0108,4444,3,0,0,0,0,0
20694,0.0389,52,0,0.5727,3500,17,0,2,0,0,0
20695,0.0634,35,0,0.4193,7833,10,0,2,0,1,0
20696,0.1385,51,0,0.3891,10848,14,0,1,0,2,0
20697,0.075,53,0,0.4449,3445,8,0,1,0,1,0
20698,0.2296,39,1,0.2075,11250,5,0,2,0,3,0
20699,0.127,64,0,0.1876,4689,4,0,1,0,1,0
20700,0.2758,38,0,0.4694,7500,16,0,1,0,0,0
20701,0.3332,58,0,0.3531,11021,13,0,1,0,1,0
20702,0.9213,52,1,0.3874,12954,21,0,1,0,4,0
20703,0.0505,81,0,0.1367,5800,14,0,0,0,0,0
20704,0.1691,26,0,0.1572,5000,11,0,0,0,0,0
20705,0.4392,53,0,0.3605,4166,5,0,1,0,0,0
20706,0.0215,61,0,0.2399,9033,6,0,1,0,0,0
20707,0.2666,26,0,0.1332,5200,5,0,0,0,2,0
20708,0.1271,61,0,0.4224,1900,7,0,1,0,0,0
20709,0.4235,62,0,0.83,8333,14,0,5,0,1,0
20710,0.0,40,0,0.1582,15500,6,0,1,0,0,0
20711,0.5987,59,0,0.2768,8977,8,0,2,0,1,0
20712,0.479,54,0,0.6143,7700,6,0,1,0,2,0
20713,0.0628,40,0,0.4156,7694,15,0,2,0,0,0
20714,0.0331,44,0,0.3022,11500,11,0,2,0,2,0
20715,0.3733,46,0,0.3045,11482,15,0,1,0,0,0
20716,0.9444,30,0,0.22,7962,13,0,0,0,0,0
20717,0.0,55,0,0.4745,11350,3,0,1,0,1,0
20718,0.0008,60,0,0.248,5833,5,0,1,0,0,0
20719,0.4664,32,0,0.4005,5000,8,0,2,0,0,0
20720,0.045,69,0,0.6725,2500,15,0,2,0,0,0
20721,0.7691,63,0,0.6052,16792,25,0,1,0,0,0
20722,0.6331,41,1,0.2745,3966,9,0,0,0,2,0
20723,0.9843,41,1,0.1804,2200,3,0,0,0,3,0
20724,0.2476,48,0,0.1154,12000,11,0,0,0,0,0
20725,0.7355,56,1,0.5521,12900,15,0,3,0,0,0
20726,0.638,35,0,0.4881,5357,12,0,1,0,2,0
20727,1.0,24,0,0.10400000000000001,3700,2,0,0,0,0,0
20728,0.0504,36,0,0.1152,16600,13,0,2,0,2,0
20729,0.4987,44,0,0.5065,10250,8,0,3,0,2,0
20730,0.2998,40,0,0.5859,1465,5,0,1,0,1,0
20731,0.0201,51,0,0.3441,14083,5,0,2,0,2,0
20732,0.0473,52,1,0.5506,2333,9,0,0,0,0,0
20733,0.46399999999999997,26,0,0.2075,4250,11,0,0,0,0,0
20734,0.3448,79,0,0.5553,5000,9,0,2,0,0,0
20735,0.0799,23,0,0.2,0,1,0,0,0,0,0
20736,0.3022,73,1,0.34700000000000003,1100,5,0,0,0,0,0
20737,0.0812,61,0,0.3021,5000,5,0,1,0,1,0
20738,0.4199,47,2,0.4443,8750,10,0,1,0,1,0
20739,0.9952,56,0,0.5102,2000,13,0,0,0,0,0
20740,0.0176,62,0,0.2348,5374,13,0,1,0,0,0
20741,0.3835,34,2,0.7305,3583,12,0,2,0,0,0
20742,0.0445,67,1,0.1546,9500,7,0,1,0,0,0
20743,0.5155,62,0,0.1013,4658,6,0,0,0,1,0
20744,0.0076,61,0,0.0035,2300,4,0,0,0,0,0
20745,0.2872,72,0,0.3948,3700,10,1,0,0,0,0
20746,0.1678,54,0,0.2459,9258,5,0,1,0,4,0
20747,0.0805,41,0,0.1663,2300,5,0,1,0,2,0
20748,0.3622,63,0,0.8617,4100,14,0,2,0,2,0
20749,0.0121,55,0,0.2306,3000,8,0,1,0,0,0
20750,0.0022,57,0,0.3769,4632,8,0,1,0,0,0
20751,0.0,64,0,0.0745,13820,7,0,1,0,1,0
20752,0.1253,62,0,0.0309,6600,8,1,0,0,1,0
20753,0.2084,51,0,0.1099,1300,2,3,0,2,1,1
20754,0.0658,53,0,0.0108,10250,8,0,0,0,4,0
20755,0.6515,58,0,0.2899,19333,25,0,2,0,1,0
20756,0.0278,78,0,0.14400000000000002,16666,22,0,12,0,1,0
20757,0.221,62,0,0.0595,26000,8,0,0,0,0,0
20758,0.8974,44,1,0.6387,2591,7,1,1,0,3,0
20759,0.8401,41,0,0.2361,7500,7,0,0,0,2,0
20760,0.513,71,0,0.8545,1800,11,0,1,0,0,0
20761,0.0082,51,1,0.3814,13700,15,0,4,0,0,0
20762,0.0118,71,0,0.3824,3320,7,0,1,0,1,0
20763,0.1069,81,0,0.0175,7500,5,0,0,0,0,0
20764,0.6991,47,0,0.2764,9675,10,0,1,0,2,0
20765,0.6408,51,0,0.7345,5491,11,0,1,0,1,0
20766,0.1023,54,0,0.1202,25000,7,0,2,0,0,0
20767,0.1647,50,0,0.2038,19000,12,0,3,0,3,0
20768,0.0365,75,0,0.2498,8622,9,0,2,0,0,0
20769,1.0,31,0,0.1932,2100,1,1,0,0,1,0
20770,0.1513,49,0,0.0013,649587,8,0,0,1,3,0
20771,0.4848,56,0,0.5603,8740,6,0,3,0,0,0
20772,0.0495,65,0,0.243,4200,13,0,2,0,0,0
20773,0.1957,50,4,0.2501,4250,6,0,1,0,0,0
20774,0.0015,65,0,0.0944,4630,17,0,0,0,1,0
20775,0.2183,51,1,0.2562,4550,8,0,1,0,0,0
20776,0.6937,50,0,0.5647,9166,16,0,2,0,1,0
20777,0.0,32,0,0.0,1400,2,0,0,0,0,0
20778,0.2942,64,0,0.2385,11586,19,0,2,0,2,0
20779,0.2305,45,0,0.3654,6627,11,0,1,1,0,0
20780,1.0,63,0,0.0325,12500,6,0,1,0,0,0
20781,0.0116,41,0,0.7524,5250,12,0,4,0,0,0
20782,0.1584,25,0,0.1908,1000,6,0,0,0,0,0
20783,0.0764,49,0,0.5669,1248,39,0,0,0,1,0
20784,0.8505,35,0,0.937,3537,17,0,1,0,3,0
20785,0.0,25,1,0.16699999999999998,2083,5,0,0,0,0,0
20786,0.5217,52,0,0.2805,25400,21,0,2,0,2,0
20787,0.3034,41,1,0.5522,9950,7,0,4,0,3,0
20788,0.0001,56,0,0.3444,10400,7,0,2,0,0,0
20789,0.9571,49,1,0.1428,7416,17,0,9,1,3,0
20790,0.1969,43,0,0.4299,20833,8,0,5,0,1,0
20791,0.0155,31,0,0.2762,7058,14,0,1,0,2,0
20792,0.5922,41,0,0.7023,7566,14,0,2,0,3,0
20793,0.9,62,6,0.3744,7183,9,0,1,0,0,0
20794,0.1188,62,0,0.3284,8200,5,0,1,0,1,0
20795,0.6139,58,0,0.2714,6518,8,0,1,0,0,0
20796,0.0326,49,0,0.0263,2625,12,1,0,0,3,0
20797,0.2494,53,0,0.2991,9000,9,0,2,0,2,0
20798,0.1421,54,0,0.3243,9079,7,0,2,0,1,0
20799,0.3849,54,0,0.2098,7683,8,0,2,0,3,0
20800,0.0219,82,0,0.0033,10500,8,0,0,0,0,0
20801,0.3179,31,0,0.2503,2512,4,0,0,0,2,0
20802,0.5586,24,2,0.376,1821,5,0,0,2,0,0
20803,0.0315,42,0,0.1051,1017,8,0,0,0,0,0
20804,0.1937,74,0,0.2829,5500,12,0,1,0,1,0
20805,0.005,67,0,0.1345,25400,8,0,1,0,0,0
20806,0.0247,49,0,0.3789,7003,11,0,1,0,4,0
20807,1.0,64,0,0.2484,2950,5,0,2,0,0,0
20808,0.1467,30,0,0.0041,2916,2,0,0,0,0,0
20809,0.0063,76,0,0.0142,4166,7,0,0,0,0,0
20810,0.0038,67,0,0.0008,3708,7,0,0,0,0,0
20811,0.0602,73,0,0.1286,8881,9,0,1,0,1,0
20812,0.8219,35,0,0.3321,7782,10,0,1,0,0,0
20813,0.5641,46,1,0.6617,6012,11,0,1,1,1,0
20814,0.8615,47,2,0.8327,11275,19,0,7,0,1,0
20815,0.0,56,0,0.1488,4583,6,0,1,0,0,0
20816,0.0232,81,0,0.1156,3883,8,0,0,0,1,0
20817,0.7205,29,0,0.1147,2240,6,3,0,0,1,0
20818,0.0019,36,0,0.4918,5082,12,0,2,0,2,0
20819,0.8734,52,0,0.5583,8458,7,0,2,0,4,0
20820,0.1322,66,1,0.2046,6000,5,0,1,0,0,0
20821,0.8762,35,1,0.1911,7400,5,0,0,0,0,0
20822,0.1905,63,0,0.4716,3050,14,0,1,0,0,0
20823,0.19699999999999998,55,0,0.0218,2700,3,0,0,0,0,0
20824,0.0,33,0,0.2477,12500,9,0,2,0,0,0
20825,0.3264,48,0,0.3825,8331,13,0,2,0,1,0
20826,0.6940000000000001,41,0,0.2022,4500,7,0,0,0,2,0
20827,0.0261,67,0,0.0172,3833,5,0,0,0,0,0
20828,0.0391,63,1,0.1719,12300,19,0,2,0,2,0
20829,0.048,48,0,0.0821,8333,12,0,0,0,0,0
20830,0.6408,66,0,0.3196,12250,25,0,0,0,0,0
20831,0.0321,65,0,0.003,3000,1,0,0,0,0,0
20832,0.5469,56,0,0.1293,2100,13,0,2,0,1,0
20833,0.0845,48,0,0.0154,6800,2,0,0,0,0,0
20834,0.9219,54,0,0.44299999999999995,5444,8,0,0,0,1,0
20835,0.0026,35,0,0.6978,2600,8,0,1,0,0,0
20836,0.3633,48,0,0.8794,3333,17,0,1,0,1,0
20837,0.0609,47,0,0.2499,9764,8,0,1,0,3,0
20838,0.5428,49,0,0.3025,15150,11,0,3,0,0,0
20839,0.0061,67,0,0.1818,4954,4,0,1,0,1,0
20840,0.1595,48,0,0.2029,6500,8,0,2,0,2,0
20841,0.1239,48,0,0.6822,6680,11,0,4,0,3,0
20842,0.0125,51,0,0.2233,8400,7,0,1,0,3,0
20843,0.2681,62,0,0.3137,12421,14,0,2,0,1,0
20844,0.66,66,0,0.5754,4000,10,0,0,0,0,0
20845,0.2248,37,1,0.1083,2420,11,0,1,1,2,0
20846,0.8597,59,1,0.3245,8950,9,4,5,1,0,1
20847,0.0204,75,0,0.6393,3800,16,0,2,0,0,0
20848,0.4307,37,1,0.1423,5333,9,0,0,0,0,0
