"util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes"
0.1714,52,0,0.0575,4400,5,0,0,0,0
0.1,28,1,0.111,2666,8,0,0,0,0
0,65,0,0.0043,1391,3,0,1,0,0
0.1994,60,0,0.0393,12000,7,0,0,0,0
0.0874,63,0,0.3321,10625,11,0,1,0,0
0.2665,42,0,0.5416,3500,13,0,1,0,0
0.5473,71,0,0.7899,1989,10,0,1,0,0
0.344,61,0,0.4904,15900,9,0,4,0,1
0.0185,59,0,0.3193,14226,14,0,3,0,2
0.9581,38,0,0.1021,4166,7,0,1,0,0
0.0043,52,0,0.3307,5242,10,0,2,0,0
1,27,0,0.0695,2200,3,0,0,0,0
0.1446,56,0,0.1787,10167,7,0,1,0,2
0.2203,52,0,0.1909,8416,6,0,1,0,0
0.7747,43,0,0.3065,4864,9,0,0,0,4
0.2296,55,0,0.185,1,15,0,1,0,0
0.2862,67,1,0.5168,9400,21,0,2,0,0
0,43,0,0.1146,16500,6,0,1,0,2
0.0666,50,0,0.2862,4600,14,0,1,0,3
0.001,71,0,0.0006,11764,9,0,0,0,0
0.0609,27,0,0.1814,3500,6,0,0,1,0
0.9429,52,0,0.5191,13075,14,3,2,2,1
1,37,0,0.093,4000,1,0,0,0,1
0.2743,30,1,0.1291,4400,9,0,0,0,0
0.7611,29,1,0.062,6500,6,0,0,0,0
1,40,0,0,1800,0,0,0,0,0
0.2117,61,0,0.2488,6000,10,0,1,0,0
0.4749,50,1,0.1514,4500,16,0,3,1,0
0.969,27,0,0.1641,1725,9,0,2,0,1
0.8697,62,0,0.3852,12083,12,0,2,1,2
0.636,45,0,0.4462,13883,10,0,3,0,3
0.4793,50,0,0.4165,5250,10,0,1,0,2
0.1217,63,1,0.0667,4000,13,1,0,0,0
0.1472,28,0,0.0011,5607,3,0,0,0,0
0.973,49,2,0.1614,1500,12,0,1,0,0
0.761,39,0,0.2533,1610,3,0,0,1,0
0.0012,59,0,0.332,0,7,0,0,0,0
0.2803,51,0,0.4643,8920,18,0,3,0,0
0.0019,42,0,0.214,6666,16,0,3,0,2
0.1893,43,0,0.5687,13000,8,0,2,0,3
0.013,51,0,0.5011,11800,9,0,4,0,0
0.1784,49,1,0.5087,3516,13,0,1,0,1
0.85,59,0,0.5275,4700,13,0,2,0,1
0.0553,30,0,0.0047,1500,3,0,0,0,0
0.0033,42,0,0.8336,2950,7,0,2,0,3
0.0819,57,0,0.3372,16000,15,0,2,0,0
0.0059,48,0,0.2063,7800,9,0,0,0,0
0.3473,55,0,0.5783,6299,13,0,1,0,1
0.4908,61,0,0.327,8500,16,0,1,0,0
0.2278,59,0,0.2385,16413,13,0,3,0,0
0.2807,23,0,0.0935,929,2,0,0,0,0
0.0492,66,0,0.3094,4000,6,0,2,0,0
1,40,1,0.33,3750,2,0,1,0,4
0.4724,89,2,0.6403,1300,6,3,0,0,0
0,32,2,0.6472,192,25,0,0,0,0
0.8271,62,0,0.2238,1800,3,0,1,2,0
0.2829,54,0,0.3272,7590,7,0,2,0,1
0.0069,42,0,0.3647,6950,9,0,2,0,0
0.1299,28,0,0.1961,5200,16,0,0,0,5
0.2202,67,0,0.4741,7175,19,0,1,0,0
0,40,0,0.2286,7326,11,0,2,0,1
0.2232,57,0,0.1964,1300,10,0,1,0,0
0.4393,64,0,0.4306,7233,9,0,1,0,0
1,37,2,0.1867,8200,4,0,1,0,2
1,42,0,0.5107,7694,5,0,2,0,4
0.3428,27,0,0.1564,5000,7,1,0,0,1
0,84,0,0.0024,7413,7,0,0,0,0
1,71,0,0,4000,3,0,0,0,0
0.105,68,0,0.9869,1300,9,0,1,0,0
0.0101,62,0,0.45,1,5,0,0,0,0
0.0193,61,0,0.1524,4500,8,0,0,0,1
0,45,0,0,5000,4,0,0,0,0
0.0312,35,0,0.4142,7000,7,0,3,0,0
0.0217,70,0,0.0187,10500,19,0,0,0,0
0.0174,60,0,0.0939,5600,6,0,1,0,0
0.0751,60,1,0.0636,6160,7,0,0,0,2
0.0313,76,0,0.0171,2982,11,0,0,0,0
0,75,0,0,2224,4,0,0,0,1
0.3953,57,0,0.4025,4950,6,0,1,0,0
0.0301,65,0,0.062,7197,14,0,0,0,0
0.0222,72,0,0.0017,6000,8,0,0,0,0
0.7495,60,0,0.7133,3400,7,0,1,0,0
0.0374,24,0,0.0876,3000,11,0,0,0,0
0.6005,60,0,0.6956,4000,14,0,1,0,1
0.0347,45,0,0.2899,3900,3,0,1,0,1
0.0617,39,0,0.5889,10417,8,0,3,0,3
0.1865,78,1,0.305,1500,26,0,2,0,0
0.2711,61,0,0.2522,17666,12,0,3,0,1
1,29,0,0.0239,3300,3,0,0,0,0
0.173,34,0,0.0813,4500,8,0,0,0,0
0.0036,51,0,0.2611,4703,17,0,1,0,2
0.1855,39,0,0.433,5937,13,0,2,0,1
0.5611,55,1,0.6389,13725,35,0,2,1,0
0.0115,67,0,0.3187,9765,16,0,1,0,0
0.0009,70,0,0,1906,5,0,0,0,0
0.1751,65,0,0.3618,5250,13,0,2,0,0
0.0064,77,0,0.3042,3000,22,0,1,0,0
0.0023,85,2,0.1352,1612,10,0,0,0,0
0.0245,39,0,0.4326,6917,4,0,1,0,1
0.5555,61,0,0.4356,10972,18,0,4,0,2
0.0059,61,0,0.1027,5683,10,0,1,0,0
0,55,1,0.2773,8516,9,0,1,0,0
0.0566,64,0,0.642,8500,6,0,2,0,1
0.0302,51,0,0.0037,5720,7,0,0,0,0
0.0145,76,0,0.1432,3100,8,0,0,0,0
0.0163,65,0,0.056,8833,10,0,0,0,0
0.4474,55,0,0.4104,2416,6,0,1,0,0
0.023,56,0,0.1631,10516,11,0,1,0,0
0.2216,26,0,0.103,3873,4,0,0,0,0
0.0209,79,0,0.0954,3574,5,0,0,0,1
0.2549,31,0,0.4618,5250,9,0,1,0,0
0.0294,69,0,0.4869,6600,10,0,1,0,0
0.0158,62,0,0.0257,12000,16,0,0,0,0
0.067,65,1,0.2031,15400,17,0,2,0,0
0.1827,41,0,0.4824,8820,4,0,2,0,3
0.0918,60,1,0.8408,2600,10,0,2,1,1
0.0486,43,0,0.5442,8094,11,0,2,0,2
0.9533,36,0,0.096,5000,3,0,0,0,1
0.0198,61,0,0.688,1,8,0,2,0,0
0.0236,81,0,0.0087,4000,9,0,0,0,0
0.0158,46,0,0.2546,6700,6,0,1,0,1
0.094,40,1,0.0495,2040,6,0,0,0,3
0.0534,60,1,0.8385,3664,25,0,2,0,1
0.2474,78,0,0.0365,7261,9,0,0,0,0
0.9728,47,0,0.9914,5000,10,0,2,0,0
0,27,0,0.0134,5750,3,0,0,0,1
0.0585,60,0,0.4872,9000,23,0,1,0,0
0.4661,62,1,0.4301,15000,16,0,3,0,3
0.0141,76,0,0.0034,9333,3,0,0,0,0
0.051,53,0,0.412,4179,12,1,2,0,1
0.6986,46,1,0.0713,9000,6,0,0,4,0
0.9455,48,0,0.1527,4000,4,0,0,1,0
0,65,0,0.3647,6166,10,0,2,0,1
0,63,0,0,0,3,0,0,0,0
0.1077,55,0,0.6212,7000,18,0,2,0,0
0.0932,80,0,0.3582,2400,9,0,1,0,1
0.4511,44,2,0.7516,6666,12,0,4,2,0
0.0358,83,0,0.0078,5768,5,0,0,0,0
0.3504,42,0,0.3269,21007,25,0,1,0,3
0.0738,85,0,0.0042,941,1,0,0,0,0
1,35,1,0.4312,2214,4,2,0,0,1
0.6006,63,0,0.4591,6667,11,0,2,0,0
0,49,0,0.2646,6912,6,0,1,0,0
0.2122,30,0,0.007,5583,2,0,0,0,0
0.0949,48,0,0.93,3000,11,0,2,0,3
0.6601,51,0,0.5728,4231,8,0,1,0,0
0.0118,51,0,0.5778,7083,16,0,2,0,2
0.9182,26,2,0.4079,3500,6,0,1,1,2
0.0129,58,0,0.1389,13333,9,0,1,0,0
0.0542,79,0,0.02,3650,2,0,0,0,0
0.1676,53,0,0.4933,2300,11,0,1,0,0
0.2106,57,1,0.2916,9833,20,0,2,1,2
0.6894,48,0,0.3465,4596,14,0,1,0,5
0.3997,51,0,0.3786,9186,8,0,1,0,0
0.0124,71,0,0.1439,6116,13,0,1,0,0
0.0676,72,0,0.0213,3150,3,0,0,0,0
0.1316,49,0,0.4681,9833,27,0,3,0,2
0.0335,68,0,0.5158,2304,6,0,1,0,1
0.0202,81,0,0.1405,4000,13,0,0,0,0
0.0031,72,0,0.2947,15832,16,0,2,0,0
0.6947,32,1,0.3327,7920,15,0,2,0,2
0.0816,60,0,0.3406,11333,17,0,1,0,1
0.0741,57,0,0.523,10112,22,0,2,0,1
0.1457,63,0,0.018,3000,2,0,0,0,1
0.7384,47,0,0.7681,9600,13,0,3,0,3
0.0452,56,0,0.0885,3500,15,0,0,0,3
0.157,65,0,0.3234,9703,13,0,3,0,2
0.0349,60,0,0.0049,8311,5,0,0,0,0
0.041,71,0,0.7993,4200,15,0,2,0,0
0.3514,29,0,0.3627,4000,8,0,1,0,3
0.8316,37,1,0.386,4875,7,0,1,0,1
0.8683,63,0,0.6714,3000,12,0,0,0,2
0,47,0,0.2457,6282,5,0,1,0,1
0.712,31,0,0.1519,3607,4,0,0,0,4
0.2812,67,1,0.37,5486,7,0,2,0,0
0.8364,62,0,0.3514,9600,9,0,1,0,1
0.5336,46,0,0.5936,5166,12,0,2,0,0
1,43,0,0.1414,7500,3,0,1,3,0
0.0382,57,0,0.4592,10583,16,0,5,0,2
0.0948,62,0,0.3056,5666,13,0,1,0,0
0.3134,72,0,0.8962,3400,15,0,1,0,0
0.6672,55,0,0.1139,1477,8,0,0,0,0
0.1817,60,0,0.6872,13000,23,0,5,0,0
1,42,0,0.0927,2416,4,0,0,1,1
0.0085,51,0,0.1607,1200,3,0,2,0,2
1,53,1,0.2301,3333,3,1,1,0,13
0.7371,38,2,0.2627,5332,8,0,1,0,0
0.0105,62,0,0.0085,4000,5,0,0,0,0
0.4703,65,2,0.3562,9410,19,0,2,0,0
0.3188,36,0,0.2259,5700,4,0,1,0,2
0.0187,54,0,0.4096,5512,7,0,1,0,0
0.1019,62,0,0.3493,10000,10,0,4,0,0
0.0535,70,0,0.3809,4000,15,0,1,0,0
0.4159,35,0,0.3149,3254,7,0,1,0,0
0.0619,58,0,0.3352,10206,9,0,1,0,3
0.1694,61,2,0.245,6500,14,0,1,0,0
0.2401,41,0,0.1875,3002,3,0,0,0,0
0.1237,40,2,0.1344,30300,5,0,1,0,0
0.3172,56,0,0.1358,5500,11,0,0,0,1
0.071,71,0,0.044,4500,11,0,0,0,0
0.6621,41,1,0.2803,17000,7,0,2,0,0
0.3301,29,0,0.2492,950,6,0,0,0,0
0.2426,28,3,0.4314,3075,7,0,1,0,1
0.0013,64,0,0.1764,617,5,0,0,0,0
0.1566,49,0,0.0096,5313,3,0,0,0,1
0.0007,37,0,0,6439,4,0,0,0,0
0.002,41,0,0.3105,6083,19,0,1,0,0
0.8344,41,0,0.0069,2917,1,1,0,1,0
0.3586,54,0,0.4293,10833,16,0,2,0,3
0.0044,77,0,0.0028,3193,5,0,0,0,0
0.3926,53,0,0.5718,4345,12,0,1,0,3
0.1962,51,0,0.3144,4000,18,0,2,0,2
0.4779,39,0,0.5638,3300,4,0,0,0,0
1,65,0,0.1278,1,5,0,1,0,1
0.2418,57,0,0.1645,7000,10,0,0,0,0
0.7171,29,0,0.4658,2500,4,0,0,0,2
0.0003,41,0,0,7500,8,0,0,0,2
1,44,2,0.4249,1917,2,1,1,0,1
0.3548,38,0,0.127,3614,4,0,0,0,0
0.1835,32,0,0.0147,7700,11,0,0,0,0
0.0002,35,0,0,2666,1,0,0,0,0
1,25,0,0,1,1,0,0,0,0
0.0359,45,0,0.1121,10000,4,0,0,0,3
0.5007,53,1,0.416,5037,12,1,1,0,1
0.0935,40,0,0.1636,10416,7,0,1,0,0
0.0409,66,0,0.1578,23161,19,0,2,0,0
0.1748,53,0,0.3181,13500,17,0,2,0,0
0.1173,50,1,0.2834,2000,4,0,0,0,0
0.5887,62,0,0.1739,3843,12,0,3,0,0
0.0009,50,0,0.2775,7083,8,0,1,0,2
0.6008,57,0,0.2571,12998,23,0,3,0,4
0.0158,68,0,0.2016,10500,16,0,1,0,0
0.1008,22,0,0.0079,1900,1,0,0,0,0
0.6849,46,0,0.3703,4781,6,0,2,0,4
0.3661,62,0,0.5377,4600,13,0,1,0,0
0.0536,46,0,0.5028,11200,16,0,6,0,1
0.5082,87,0,0.5286,1100,8,0,1,0,0
0.7601,52,1,0.3124,7416,9,1,1,0,1
0.1916,59,0,0.2936,5400,7,0,1,0,1
0.6687,52,0,0.107,7000,8,0,0,0,3
0.6574,42,0,0.0275,3200,2,0,0,0,0
0.1995,23,0,0.1192,150,4,0,0,0,0
1,45,0,0.1663,2500,2,0,0,0,1
0.1439,46,3,0.3107,7003,6,0,2,0,4
0.8255,25,0,0.126,2880,4,0,0,0,0
0.0187,57,0,0.0619,3750,4,0,0,0,0
0.8998,44,0,0.1684,7208,4,0,0,0,0
0.495,50,1,0.9048,4000,17,0,1,0,2
0.4665,63,0,0.2381,11500,11,0,2,0,1
0.1398,75,0,0.1944,1666,5,0,0,0,0
0.334,57,0,0.322,10552,10,0,2,0,0
0.8874,51,1,0.7184,7250,15,0,1,0,0
1,53,0,0,4200,0,0,0,0,2
0,39,0,0.146,3500,3,0,1,0,1
0.4978,27,1,0.5719,833,11,0,0,0,0
0.9702,41,1,0.296,6033,7,0,0,0,0
0.1857,32,0,0.7922,4167,16,0,2,0,1
0.5852,50,6,0.4904,7556,20,0,2,0,3
0.375,56,0,0.3141,8500,12,0,1,0,0
0.2294,58,0,0.3838,15958,24,0,2,0,0
0.1,36,0,0.2419,4000,2,0,0,0,0
0.0199,73,0,0.074,4000,21,0,0,0,0
0.0631,64,0,0.0465,6000,5,0,0,0,0
0,25,0,0.1093,2250,3,0,0,0,0
1,71,0,0.2523,1850,2,0,0,0,0
0.3815,48,0,0.4325,5083,5,0,1,0,0
0.3556,44,0,0.3629,1600,6,0,0,0,0
0.3384,47,0,0.3139,6400,7,0,1,0,1
0.0843,34,0,0.3643,10000,8,0,2,0,2
0.1774,39,0,0.1245,10000,11,0,2,0,2
0.1865,61,0,0.3096,10198,10,0,1,0,2
0.1171,49,0,0.1209,6200,8,0,1,0,2
0.131,42,0,0.2143,9000,11,0,1,0,2
0.1778,33,1,0.3245,3500,7,0,0,0,3
0.0651,84,0,0.036,2000,8,0,0,0,0
0.009,65,0,0.3111,1561,9,0,1,0,0
0.9307,50,0,0.5573,6566,14,0,0,0,0
0.368,32,0,0.5846,4070,8,0,2,0,1
1,28,0,0.024,1916,0,0,0,0,1
0.0123,67,0,0.0506,6250,5,0,0,0,0
0.0712,50,0,0.1838,10900,9,0,1,0,0
0.3206,62,0,0.435,3891,11,0,2,0,0
0.3439,80,0,0.3094,5833,10,0,1,0,0
0.6677,46,0,0.1762,1500,8,0,1,0,0
0.0241,90,0,0.0078,3594,5,0,0,0,0
0.3484,46,0,0.139,3000,5,0,0,0,0
0.017,31,0,0.5408,3150,25,0,2,0,0
0.0052,62,0,0.2339,10500,9,0,2,0,1
0,41,0,0.4892,4400,7,0,1,1,2
0.6999,36,0,0.1352,4100,12,0,2,0,2
0.3877,59,0,0.1093,3249,18,0,1,0,2
0.1083,32,0,0.2373,3000,4,0,0,0,0
0.9953,68,0,0.1254,2000,3,0,0,0,0
0.0158,73,1,0.885,3000,7,0,2,0,1
0.6998,50,0,0.3658,11637,9,0,1,0,0
0.5492,66,0,0.6185,3920,8,0,1,0,0
0,57,0,0.1849,6950,4,0,1,0,0
0.8033,31,1,0.351,9300,7,0,2,0,0
0.0005,52,0,0.2141,2900,6,0,0,0,0
0.1283,62,0,0.4246,6859,12,0,1,0,0
0,59,0,0.4002,6670,5,0,2,0,2
0.0205,37,0,0.3355,14500,10,0,3,0,0
0.0388,48,0,0.0934,4333,5,0,0,0,0
0.1003,67,0,0.3089,2935,4,0,1,0,0
0.0695,46,0,0.2052,10900,15,0,1,0,4
0.1497,50,0,0.1492,1677,13,0,1,0,2
0.5435,36,0,0.7426,3200,8,0,1,0,2
0.3177,47,0,0.0042,7700,4,0,0,0,0
0.0045,54,0,0.0239,918,10,0,0,0,1
0.0695,71,0,0.4232,3158,9,0,1,0,0
0.4673,65,0,0.9513,11783,17,0,4,0,0
0.0232,76,0,0.0028,7420,7,0,0,0,0
0.0237,57,0,0.171,9440,11,0,2,0,0
0,26,0,0.2793,1782,5,0,0,0,0
0.5473,67,0,0.3813,2593,6,0,1,0,0
0.003,68,0,0.0478,11083,5,0,1,0,1
0.2646,68,0,0.545,4291,9,0,3,0,0
0.0329,61,1,0.3662,3000,8,0,2,0,0
0.5882,47,0,0.9189,2552,6,0,1,0,1
0,62,0,0.3443,10000,6,0,1,0,2
0.0152,72,0,0.0012,2463,4,0,0,0,0
0.1211,54,0,0.4192,13500,15,0,2,0,1
0.5403,31,0,0.1587,6500,6,0,0,0,0
1,61,0,0.4404,4377,4,0,1,0,0
0.7065,58,0,0.2542,11183,10,0,0,0,1
0.0157,51,0,0.1865,1000,26,0,2,0,5
1,39,0,0.1015,2875,1,1,0,0,3
0.0145,80,0,0.003,3000,6,0,0,0,0
0.0152,32,0,0.0127,2833,4,0,0,0,0
0.1364,44,0,0.7682,6949,15,0,3,0,3
0.4144,56,1,0.1872,4000,6,0,0,0,0
0.4458,57,0,0.3996,12600,17,0,2,0,2
0.976,46,1,0.6233,9957,10,0,3,0,0
0.3373,34,0,0.546,11925,12,0,3,0,1
0.791,57,2,0.3959,15000,15,0,1,1,1
0.0527,65,0,0.1382,4500,12,0,0,0,0
0.3606,36,0,0.245,6400,13,0,0,0,2
0.0276,64,0,0.2059,10324,6,0,1,0,1
0.8767,55,0,0.4893,12906,11,0,3,0,2
0.5665,29,1,0.0517,3750,6,0,0,2,1
0.6284,45,0,0.2823,7848,13,0,2,0,0
1,64,0,0.3622,1890,6,3,0,1,0
0.1146,72,2,0.1176,2500,10,0,0,0,0
0.5101,42,0,0.9775,6000,9,0,2,0,0
0.1211,36,0,0.1231,12375,14,0,1,0,2
0.0447,54,1,0.5379,9152,12,0,3,0,0
0.0099,56,0,0.2628,7500,3,0,2,0,4
1,25,0,0.2951,2120,4,1,0,0,0
0.0809,28,0,0.4428,2000,5,0,0,1,0
0.005,43,0,0.4394,9000,9,0,1,0,0
0.1661,38,0,0.4904,3500,10,0,1,0,0
0.0699,66,0,0.306,5003,4,0,1,0,0
0.0058,65,0,0.4967,4583,10,0,1,0,2
0.1004,45,1,0.1161,5390,3,2,0,0,2
0.1182,52,0,0.1814,13000,4,0,1,0,4
0.1639,45,0,0.3815,5134,5,0,2,0,3
0.5985,47,0,0.614,3750,9,0,1,0,0
0.08,60,0,0.3936,6333,12,0,1,0,1
0.3115,29,0,0.25,1,5,0,0,0,0
0.0347,59,0,0.2316,5413,10,0,1,0,1
0,82,0,0.0441,6500,10,0,0,0,0
1,56,0,0,4900,2,0,0,0,1
0.0814,37,0,0.5905,11000,13,0,3,0,0
0.5026,35,0,0.0455,7667,5,0,0,0,1
0.8852,61,0,0.251,11280,7,0,1,0,1
0.0284,58,0,0.206,12625,9,0,1,0,0
0.529,45,0,0.4312,7800,11,0,1,0,3
0.2762,43,0,0.3165,15384,11,0,3,0,3
0.1786,53,0,0.3633,4500,7,0,1,0,0
0.3597,26,0,0.2674,2250,5,0,0,0,0
0.0002,57,0,0,7500,6,0,0,0,0
0.0375,47,0,0.0307,1300,11,0,0,0,0
0.4052,25,0,0.134,2626,2,0,0,0,0
0.0458,53,0,0.1623,7755,5,0,1,0,0
0.0656,30,0,0.2077,3360,7,0,0,0,0
0.9899,49,0,0.3187,5004,7,0,0,0,3
0.5643,51,1,0.3858,3721,12,0,0,0,0
0.2286,62,0,0.2991,5000,9,0,1,0,3
0.0564,67,0,0.123,0,11,0,0,0,0
0.3953,46,0,0.1135,5543,5,0,0,0,1
0.015,42,0,0.1848,10000,7,0,1,1,1
0.4647,64,0,0.3822,3806,10,0,1,0,1
1,27,0,0.3856,2600,4,0,0,0,1
0.0759,75,0,0.0198,4300,7,0,0,0,0
0.7325,70,0,0.7451,3000,9,0,1,0,0
0.9907,26,1,0.526,3600,9,0,1,0,2
0.0015,51,0,0.0004,5000,6,0,0,0,2
0.9668,30,0,0.2682,5700,8,0,0,0,1
0.6261,37,0,0.6024,12625,13,0,4,0,0
0.3268,46,0,0.3245,6187,18,0,1,0,0
0.4548,33,1,0.1847,5786,5,0,1,0,2
0.0415,46,0,0.1703,12833,8,0,1,1,2
0.6936,40,1,0.274,5700,4,1,1,0,1
0.7705,47,1,0.3236,8635,8,0,1,0,1
0.3442,54,0,0.2712,2750,24,0,3,0,0
0.2959,41,0,0.0546,7630,4,0,0,0,2
0.3062,30,0,0.5077,6800,7,0,1,0,0
0.2697,65,0,0.4798,7887,16,0,2,0,1
0.0991,63,0,0.2531,3601,9,0,3,0,0
0.0031,59,1,0.2008,16882,6,0,1,0,0
1,28,0,0.6886,6000,6,0,1,0,0
0.8102,71,0,0.0959,10125,4,0,0,0,0
0.0967,44,0,0.549,3600,3,0,1,0,2
0.0114,67,0,0.1997,1852,10,0,2,0,1
0.2125,58,0,0.4157,14146,25,0,2,0,2
0.1814,37,1,0.0135,2000,2,0,0,0,0
0.0961,63,0,0.5511,11382,14,0,1,0,0
0.6139,53,2,0.456,5139,20,0,1,2,0
0.1883,77,0,0.023,2000,4,0,0,0,0
0.0797,45,0,0.1278,57000,22,0,1,0,1
0,41,0,0.1198,4500,6,0,0,0,3
0.3897,56,0,0.3395,5166,13,0,1,0,0
0.0178,64,0,0.12,0,5,0,0,0,1
0.0725,55,0,0.2986,6589,4,0,2,0,0
0.6262,31,0,0.2532,2882,10,0,0,0,1
0.0078,39,0,0.0033,2450,2,0,0,0,0
0.0856,83,0,0.0245,7025,8,0,0,0,0
0.014,59,0,0.1471,17834,12,0,2,0,0
0.0551,70,0,0.3615,4500,8,0,1,0,0
0.0286,71,0,0.0174,7000,12,0,0,0,0
0.0217,49,0,0.2826,6666,12,0,2,0,0
0.92,27,0,0.09,3876,11,0,0,0,0
0.0165,65,0,0.2283,26750,4,0,2,0,1
0.5963,42,0,0.8498,5000,13,0,1,0,0
0.0615,42,0,0.0657,4583,6,0,0,0,1
0.5675,55,0,0.3396,10666,7,0,2,0,1
0,42,0,0.2187,7083,5,0,2,0,0
0.0851,57,1,0.1362,6400,11,0,5,0,1
0,39,0,0.0649,8000,2,0,0,0,3
0,61,0,0.2835,13000,11,0,2,0,1
0.0643,48,0,0.332,2900,5,0,1,0,0
0.0645,51,1,0.3271,14583,6,0,2,0,0
0,68,0,0.1648,18334,8,0,2,0,3
0.0084,66,0,0.7295,3333,7,0,1,0,0
0.4279,58,0,0.5958,4700,20,0,2,0,0
0.0647,77,0,0.3167,5000,13,0,1,0,1
0.7864,62,2,0.863,3379,8,0,2,0,0
0.0459,53,0,0.0831,2200,10,0,0,0,2
0.2115,62,0,0.1425,6211,6,0,0,0,0
1,60,2,0.5295,2800,10,0,2,1,0
0.2402,49,0,0.1798,11303,5,0,1,0,2
0.5551,43,0,0.1603,2500,12,0,2,1,0
0.2052,63,0,0.7002,5960,24,0,4,0,2
0.5078,53,0,0.2389,2000,10,0,0,0,0
1,57,5,0.303,2260,6,1,0,2,0
0,50,0,0.2615,9800,11,0,1,0,2
0.3543,66,0,0.3898,17000,21,0,9,0,0
0.8575,49,0,0.2367,8699,12,0,1,0,0
0.1007,49,0,0.2375,8500,6,0,3,0,0
0.7373,50,1,0.2163,7816,5,0,1,0,2
0.0079,40,0,0.2263,6000,9,0,1,0,0
0.0045,65,0,0.0391,5801,12,0,1,0,0
0.2499,47,0,0.3402,9094,10,0,2,0,0
0.0324,50,1,0.1808,30000,8,0,2,0,3
0.9433,45,0,0.426,4583,8,0,2,0,0
0.2481,47,0,0.2013,4396,8,0,0,0,1
0.4306,35,1,0.4616,7900,21,0,1,3,4
0.0554,65,3,0.8796,7000,14,0,5,0,0
0.3297,43,3,0.0224,8333,4,0,0,0,1
0.0197,79,0,0.0021,11366,4,0,0,0,0
0.1231,53,0,0.3504,5920,11,0,2,0,0
0.3252,43,0,0.134,6500,7,0,0,0,2
1,35,0,0.0548,2500,1,0,0,0,0
0.5288,54,0,0.3815,3000,10,0,1,0,0
0.0646,51,0,0.1846,1600,5,0,1,0,2
0.3658,47,0,0.4693,5950,19,0,2,0,0
0.0811,74,0,0.0793,6100,10,0,1,0,0
0.6215,53,0,0.3067,10000,6,0,1,0,1
0.4902,26,0,0.4742,560,6,0,0,0,0
0.0228,56,0,0.1927,11183,9,0,1,0,2
0.0018,58,0,0.0595,4300,7,0,0,0,0
0.0387,66,0,0.5007,5018,7,0,1,0,0
0.3584,35,0,0.5297,7250,10,0,2,0,3
0.3541,43,0,0.3416,8044,15,0,1,0,1
0.0203,58,0,0.0115,9701,9,0,1,0,1
0.2974,38,0,0.4901,3700,5,0,1,0,1
0.0388,55,0,0.3944,12500,9,0,1,0,2
0.2666,46,0,0.3608,5667,5,0,1,0,0
0.0249,49,0,0.0039,1773,2,0,0,0,0
0.0419,74,0,0.1179,9000,11,0,2,0,0
0,70,0,0.0004,2300,7,0,0,0,0
0.008,88,0,0.0096,1666,10,0,0,0,0
0.5201,54,1,0.9224,8000,21,0,5,0,1
0.6319,45,0,0.749,6000,6,0,4,0,3
0.3551,51,0,0.2583,11099,8,0,1,0,2
0.0169,75,0,0.0795,5833,8,0,1,0,0
0.1027,51,2,0.3732,2550,6,0,0,0,1
0.505,32,0,0.1325,6000,10,0,0,0,2
0.9887,50,0,0.1849,2033,2,0,0,0,0
0.364,50,0,0.9554,1500,11,0,1,0,2
0.0242,56,0,0.1352,6250,7,0,0,0,2
0.363,48,0,0.5318,4166,8,0,2,0,0
0.6262,68,1,0.4152,13441,10,0,4,0,1
0.2187,43,0,0.412,8656,6,0,1,0,2
0.5773,34,0,0.825,1,3,0,0,0,0
0.0237,29,0,0.5108,6088,6,0,2,0,0
0.7635,38,0,0.6409,4430,8,0,2,0,0
0.0178,49,0,0.0814,9233,9,0,1,0,3
0.0117,79,0,0.4008,4617,11,0,2,0,0
0.1547,29,0,0.1446,4120,11,0,0,0,0
0.025,50,0,0.2826,8208,6,0,2,0,1
0.0442,44,1,0.4477,9166,7,0,5,0,0
0.1153,56,0,0.4478,8166,13,0,2,0,0
0.3571,57,0,0.3553,14607,14,0,5,0,2
0.2567,49,0,0.6791,5200,23,0,1,0,2
0.0303,90,0,0.0097,5800,4,0,0,0,0
1,48,1,0.685,4500,10,0,1,0,2
0.0043,78,0,0.0014,5000,15,0,0,0,0
1,72,0,0.1478,9166,5,0,1,0,0
0.1834,48,0,0.2377,24500,8,0,2,0,2
0.0587,51,0,0.8244,2100,8,0,1,0,2
1,48,0,0,3250,2,2,0,0,1
0.054,68,0,0.0129,3963,3,0,0,0,0
0.5692,59,0,0.1106,9320,15,0,5,0,1
0.1512,63,0,0.2364,3333,5,0,2,0,0
0.252,46,0,0.3096,3500,14,0,0,1,0
0.1625,31,0,0.3268,10070,11,0,2,0,1
0.0034,90,0,0.0017,2414,4,0,0,0,0
0.0416,55,0,0.0741,10080,6,0,0,0,2
0.8207,49,0,0.275,14208,10,0,2,0,0
0.0808,35,0,0.4572,5500,13,0,1,0,0
0.0119,55,0,0.0057,3000,6,0,0,0,0
0.102,62,0,0.3065,4746,9,0,1,0,0
0.5591,49,0,0.1017,4000,8,0,2,0,2
0.0844,55,0,0.3154,14100,12,0,3,0,2
0.09,50,0,0.0154,8000,2,0,0,0,3
0.5043,48,0,0.1203,10975,5,0,1,0,0
