"inadimplente","util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes"
0,1,32,0,0,0,0,0,0,0,0
0,0.1693,61,0,0.4039,5000,8,0,1,0,0
0,1,41,0,0,5000,0,0,0,0,2
0,0.2078,25,0,0.0771,725,3,0,0,0,0
0,0.2835,61,0,0.7554,5800,22,0,2,0,3
0,0.0562,59,0,0.142,9866,15,0,1,0,0
0,0.1088,37,1,0.116,3345,7,0,0,1,0
1,0.1196,33,0,0.0785,6800,5,1,0,0,4
0,0.11,38,0,0.1418,1,8,0,2,0,2
0,0.0005,78,0,0.5585,1863,7,0,1,0,0
0,0.4141,69,1,0.2012,2290,10,0,2,0,0
0,0.0166,39,0,0.3493,8750,10,0,2,0,0
1,1,60,2,0.4627,2735,3,0,1,0,3
0,0.8167,64,1,0.4493,8000,13,0,1,0,0
0,0,60,0,0.3823,8354,6,0,1,0,1
0,0.0401,66,0,0.0031,5833,10,0,0,0,1
0,0.1477,32,5,0.2576,3050,14,0,0,2,0
0,0.0171,41,0,0.5838,4850,12,0,2,0,0
0,0.1928,24,0,0.0196,5000,8,0,0,0,0
0,0.324,43,0,0.5897,4583,9,0,2,0,1
1,1,36,3,0.1999,2700,3,4,0,0,3
0,0.1817,79,0,0.1014,7674,9,0,1,0,0
0,1,89,0,0.6111,1,2,0,0,0,0
0,0.0171,49,0,0.001,4800,3,0,0,0,0
0,0.0249,68,0,0.1205,1150,6,0,1,0,0
0,0.0337,37,0,0.4319,5000,4,0,1,0,2
0,0,40,0,0.1908,10600,7,0,1,0,1
0,0.1564,57,0,0.4873,6000,11,0,1,1,0
0,0.0643,84,0,0.0072,5000,7,0,0,0,0
0,0.0161,62,0,0.3935,8050,14,0,2,0,0
0,0.2613,73,0,0.4623,2333,13,0,0,0,0
0,0,49,0,0.8646,5500,7,0,2,0,0
0,0.1574,43,0,0.3387,9500,14,0,2,0,0
0,0.0678,60,0,0.2321,8247,6,0,1,0,0
0,0,90,0,0,6601,6,0,0,0,0
0,0.1003,33,0,0.2714,9166,6,0,1,0,0
0,0,61,0,0.3582,4999,12,0,2,0,0
0,0.2145,53,0,0.8943,2166,19,0,2,0,1
0,0.5249,45,0,0.3762,8000,11,0,3,0,2
0,0.0013,79,0,0.0021,5258,5,0,0,0,0
0,0.2687,35,0,0.3151,3500,11,0,0,0,1
0,0,45,0,0.3925,3120,9,0,1,0,0
0,0,45,0,0.0849,5733,6,0,0,0,4
0,0,38,0,0.0553,10800,6,0,0,0,0
1,0.9413,52,3,0.3445,6933,12,0,0,0,2
0,0.8914,33,1,0.047,90000,11,0,2,0,2
0,0.4033,33,0,0.3023,4333,7,0,2,0,2
0,0.3058,39,0,0.2614,9200,7,0,2,0,1
0,1,46,0,0.0294,1223,2,0,0,0,1
0,0.1617,44,0,0.0282,3223,6,0,0,0,1
0,0.076,58,0,0.2801,11500,4,0,1,0,1
0,0.3847,49,0,0.3634,7274,18,0,2,0,1
0,0.0209,51,0,0.0078,2300,4,0,0,0,0
0,0.0457,45,0,0.102,2500,16,0,2,0,0
0,0.426,63,0,0.4793,4358,18,0,2,0,0
1,0.2978,35,2,0.5355,5500,10,2,0,4,0
0,0.0056,73,0,0.0016,5573,3,0,0,0,0
0,1,51,0,0.2325,4800,3,0,1,0,2
0,0.1005,79,0,0.5648,2260,4,0,1,0,1
0,0.0037,79,0,0.3433,3474,8,0,1,0,0
0,0.011,77,0,0.3488,2215,9,0,1,0,0
0,0.0299,32,0,0.1263,6000,8,0,0,0,0
0,0.1835,69,0,0.0972,2500,5,0,0,0,0
0,0.467,31,0,0.2766,7579,8,0,0,0,0
0,0.9248,35,1,0.1108,3100,13,0,1,0,2
0,0.0427,64,0,0.5927,6000,8,0,1,0,0
0,0.2055,47,0,0.5127,4850,9,0,3,0,2
0,0.007,62,0,0.0017,7018,4,0,0,0,0
0,0.2137,35,0,0.9429,2030,7,1,1,0,1
0,1,25,0,0,2374,1,0,0,1,0
0,0.0565,49,0,0.5179,2434,15,0,1,0,3
0,0.0917,39,0,0.0411,4694,4,0,0,0,2
0,0.0435,44,0,0.5552,11000,11,0,3,0,2
0,0,71,0,0.2198,1300,9,0,0,0,0
0,0.061,40,0,0.2191,10000,9,0,2,0,0
0,0.2471,46,0,0.0787,12000,5,0,0,0,5
0,1,23,1,0.003,2000,1,0,0,0,0
0,0.9402,35,0,0.0715,2628,3,0,0,0,1
1,0,49,3,0.2894,3050,5,0,0,0,1
0,0,77,1,0,4000,7,0,0,0,0
0,0.5267,75,0,0.1969,3000,3,0,0,0,1
0,0.0083,70,0,0.2027,5500,5,0,1,0,0
1,1,28,2,0.1865,3200,5,1,0,1,0
0,0.0656,32,0,0.5964,7750,11,0,2,0,2
0,0.8225,57,0,0.3742,6416,5,0,1,0,2
0,0.8181,75,1,0.5758,3700,9,0,0,0,0
0,0.107,44,0,0.1507,7805,8,0,0,0,2
0,0.1181,50,0,0.0198,9453,6,0,0,0,0
0,0.0737,52,0,0.345,1,5,0,0,0,2
0,0.0222,64,0,0.1682,4583,6,0,1,0,0
1,0.9132,46,3,0.6458,4000,10,0,2,1,0
0,0.3966,62,0,0.1601,3100,16,0,1,0,0
0,1,63,0,0,3363,0,0,0,0,0
0,0.2451,41,1,0.555,6700,6,0,1,0,2
0,0.038,49,0,0.2993,11531,7,0,3,0,0
0,0.2143,48,3,0.4536,4000,20,0,1,0,0
0,0.2307,63,0,0.0618,3691,2,0,0,0,0
0,0.056,67,0,0.1004,11083,3,0,1,0,1
0,0.33,59,1,0.1211,1561,13,0,0,0,0
0,0.8621,56,0,0.2653,6500,8,0,2,0,0
0,0.1662,50,0,0.5169,8500,14,0,2,0,4
0,0.0251,48,0,0.4057,5917,12,0,2,0,3
1,0.8435,27,0,0.5734,3916,6,0,1,0,0
0,0,58,0,0.288,6801,8,0,1,0,0
0,0.1188,34,0,0.1385,10833,16,0,0,0,0
0,0.0242,32,0,0.147,7000,14,0,0,0,0
0,0.2077,32,0,0.1332,2800,5,0,0,0,0
0,0.6191,52,1,0.0982,8664,2,0,0,0,0
0,0.2307,42,0,0.3133,12800,13,0,3,0,2
0,0.0809,78,0,0.0802,8333,4,0,1,0,2
0,0.0365,49,0,0.4482,4200,15,0,1,0,1
0,0.116,35,0,0.6248,7300,13,0,3,0,0
0,0,42,1,0.0042,6000,2,0,0,0,1
1,0.8379,62,4,0.3384,7981,8,3,1,0,0
0,0.0959,35,0,0.3815,7500,19,0,2,0,2
0,0.2098,52,0,0.4668,7250,8,0,1,0,2
0,0.0459,57,0,0.392,6300,8,0,2,0,1
0,0.9977,39,0,0.2027,8200,6,0,0,0,1
1,0.9668,53,2,0.8734,4192,14,0,1,0,1
0,0.0081,37,0,0.7157,5500,10,0,2,0,1
0,0.1221,40,0,0.2089,14099,10,0,2,0,0
0,0.4336,30,0,0.2271,2571,8,1,0,0,0
0,0.9316,48,0,0.4054,6800,8,0,1,0,1
0,0.7358,39,0,0.6765,4796,12,0,2,0,0
1,0.91,53,1,0.6231,3536,6,2,1,2,2
0,0,87,0,0.1327,6789,3,0,1,0,0
0,1,33,0,0.0227,3300,1,1,0,0,1
0,0.0102,68,0,0.19,8500,13,0,3,0,0
0,0.1666,59,0,0.1077,5600,18,0,0,0,1
0,0.8713,55,0,0.5392,5724,8,0,2,0,0
0,0.7616,49,1,0.6946,4583,14,0,1,0,0
0,0.3167,50,0,0.4665,8721,9,0,2,0,1
0,0.0915,56,0,0.2509,5000,8,0,1,0,1
0,0.0803,41,0,0.1475,10600,6,0,1,0,4
0,0.0026,62,0,0.0232,6083,6,0,0,0,1
0,0.2272,65,0,0.897,5416,15,0,4,0,0
0,0.1289,79,0,0.3025,8000,9,0,1,0,0
0,0.862,57,0,0.6829,8385,18,0,1,0,0
0,0.4237,40,0,0.5322,4172,5,0,1,0,0
0,0.9921,53,0,0.6266,4750,9,0,1,0,1
0,0.0647,87,0,0.013,3000,2,0,0,0,0
0,0.1775,71,0,0.1147,8000,3,0,1,0,0
0,0.0526,75,0,0.931,2000,20,0,2,0,0
0,0.0525,34,0,0.4629,8250,14,0,3,0,4
0,0.4424,40,0,0.144,6200,4,0,0,0,0
0,0.0014,67,0,0.0002,6000,4,0,0,0,0
0,0.2981,43,1,0.6443,9380,9,0,3,0,0
0,0,74,0,0.1532,6749,5,0,1,0,0
0,0.5147,61,0,0.5268,6500,10,0,2,0,0
1,1,31,1,0.076,2880,4,1,0,1,0
0,0.1601,38,0,0.293,7375,4,0,1,0,0
0,0.2871,65,0,0.2429,19010,13,0,2,0,1
0,0.6559,53,0,0.5476,12100,15,0,2,0,0
0,0.2698,62,0,0.5123,8127,11,0,2,0,0
0,0.0989,79,0,0.03,2500,4,0,0,0,0
0,0.0669,68,0,0.0943,6428,7,0,1,0,0
0,0.095,42,0,0.2827,5000,7,0,1,0,0
0,0.5086,43,0,0.2179,8270,7,0,2,0,2
0,0.0051,49,0,0.2649,4000,6,0,1,1,1
0,0.7234,38,0,0.1891,5336,3,0,0,0,2
0,0.0048,62,0,0.0017,3459,11,0,0,0,2
0,0.0479,69,1,0.2988,0,9,0,2,0,0
0,0.5848,68,0,0.2939,3500,6,0,0,0,0
1,0.1013,32,2,0.3879,2100,5,1,0,0,0
0,0.1474,34,0,0.324,5400,15,0,1,0,0
0,0.4044,28,0,0.1037,4000,2,0,0,0,0
0,0.9538,34,0,0.0629,2400,1,0,0,0,2
0,0.2966,23,0,0.0605,1568,3,0,0,0,0
0,0.1344,61,0,0.3574,9500,16,0,2,0,0
0,0.0249,49,2,0.2133,3500,7,0,3,1,2
0,0.0224,76,0,0.1214,7797,9,0,2,0,0
0,0.0298,85,0,0.018,1500,4,0,0,0,0
0,0.2187,59,0,0.2245,10000,17,0,1,0,1
0,0.1601,76,0,0.4499,6000,15,0,2,0,1
0,0.043,46,0,0.1827,24000,14,0,2,0,0
0,0.4781,33,0,0.2421,9743,7,0,1,0,2
0,0.3666,60,2,0.4295,4302,9,0,1,0,1
0,0.5018,46,0,0.1395,3833,8,1,0,0,1
0,0.7003,58,0,0.4648,8714,9,0,1,0,0
0,0.0524,80,1,0.049,2325,5,0,0,0,0
0,0.4705,52,0,0.3673,5400,12,0,1,0,0
0,0.1009,66,0,0.1152,30200,8,0,2,0,0
0,0.0114,63,0,0.4964,4800,7,0,1,0,0
0,0.7111,42,0,0.6659,6450,15,0,2,0,4
0,0,40,0,0.3299,5000,9,0,1,0,1
1,1,56,0,0,1096,0,0,0,0,1
0,0.3167,45,0,0.267,1600,22,0,1,0,0
0,0.3789,40,2,0.0254,6500,3,0,0,0,3
0,0.0259,46,0,0.0039,12858,11,0,0,0,3
0,0,45,0,0.3249,12500,9,0,1,0,3
0,0.0067,59,0,0.1203,6700,9,0,2,0,1
0,0.0861,47,0,0.3628,4500,3,0,1,0,0
0,0.1913,41,0,0.162,5000,9,0,0,0,0
0,0.0518,29,0,0.0844,8000,8,0,0,0,1
0,0.0238,71,0,0.0118,4166,10,0,0,0,0
0,0.0049,49,0,0.7161,7916,7,0,3,0,0
0,0.0378,45,1,0.1903,5975,9,0,2,0,2
0,0.0168,57,0,0.1658,7916,11,0,1,0,1
0,0.0044,24,0,0.0006,3500,4,0,0,0,0
0,0.0024,72,0,0.7999,6250,6,0,0,0,0
1,0.2269,50,0,0.2814,6256,10,0,0,1,0
0,0.2042,54,3,0.1763,6000,11,0,1,0,0
0,0.0571,54,0,0.6875,1,8,0,1,0,0
1,0.1126,33,1,0.278,3833,5,1,1,0,2
0,0.8886,47,0,0.3923,12500,14,0,2,0,0
0,0.4279,47,0,0.7016,4500,16,0,2,0,2
0,0.0318,51,0,0.1871,11170,9,0,1,0,1
0,0.1236,69,1,0.0795,15000,5,0,1,0,1
0,0,62,0,0.3077,5000,7,0,2,0,0
0,0.3593,43,0,0.7572,6000,14,0,2,0,3
0,0.0464,50,1,0.2555,4395,5,0,2,0,0
0,0.967,53,0,0.356,9000,12,0,2,0,0
0,0.6179,50,1,0.6373,5921,16,0,1,0,1
0,0.7064,29,1,0.1046,6750,2,0,0,1,0
0,0.0727,43,0,0.3579,4000,4,0,2,0,1
0,0.0171,75,0,0.0093,3000,10,0,0,0,0
1,0.0283,73,1,0.1119,5932,10,0,3,0,1
0,0.756,46,0,0.6686,5620,10,0,3,0,2
0,0.8266,46,0,0.2479,4254,6,0,0,0,0
0,0.6098,60,0,0.206,7800,7,0,0,0,1
0,0.543,56,1,0.4763,5850,8,0,5,0,0
0,0.0342,50,0,0.0875,4800,5,0,0,0,0
0,0,53,0,0.184,9416,16,0,0,0,0
0,0.658,27,0,0.1363,2750,6,0,0,0,0
0,0.4105,58,0,0.042,3000,6,0,0,0,0
0,0.448,32,1,0.0998,5500,7,0,0,0,0
0,0,51,2,0.309,9700,6,0,2,0,0
0,0.0482,84,1,0.0095,3272,4,0,0,0,0
0,0.022,66,0,0.0225,4400,6,0,1,0,0
0,0.2996,67,0,0.3321,10000,8,0,2,0,0
0,0.0558,49,0,0.0163,10500,9,0,0,0,0
1,0.7898,75,0,0.5078,1600,16,0,0,0,0
0,0.0248,77,0,0.2866,7596,12,0,2,0,0
0,0.9539,75,0,0.2639,2500,7,1,0,0,0
0,0.0453,60,0,0.1767,11000,18,0,2,0,0
0,0.3398,32,0,0.5827,5000,13,0,1,0,3
0,0.4055,66,1,0.5581,3500,9,0,1,0,0
1,0.6379,29,2,0.4929,1200,13,0,0,1,0
0,0.2135,53,0,0.2139,12100,14,0,2,0,2
0,0.6766,48,0,0.7056,5834,14,0,2,0,2
1,0.7018,56,0,0.849,933,2,0,1,0,0
0,0.1719,62,0,0.3939,6500,13,0,1,0,0
0,0.0557,56,0,0.2275,7600,6,0,1,0,2
0,0.1023,27,0,0.2494,2080,7,0,0,0,0
0,0.0733,71,1,0.3069,9821,13,0,1,0,0
0,0.0011,75,0,0.0444,10500,8,0,0,0,0
0,0.0047,34,1,0.1805,4166,5,0,0,0,0
0,0.0974,70,0,0.3639,7338,7,0,1,0,1
1,0,51,0,0.1326,9850,7,0,1,0,0
0,0.1834,92,0,0.0169,20000,2,0,0,0,0
0,0.1304,66,0,0.3321,4600,16,0,0,0,0
0,0.4279,52,0,0.4232,8500,18,0,2,0,3
0,1,39,0,0,4060,1,0,0,2,2
0,0.0135,62,0,0.2578,10098,12,0,2,0,0
0,1,34,1,0.2546,4900,4,1,0,1,4
0,0.5822,28,0,0.2533,3600,7,0,1,0,0
0,0,61,0,0.3719,14500,10,0,4,0,0
0,0.1836,36,3,0.1515,8500,5,0,0,3,0
0,0.111,34,0,0.6607,12500,4,0,1,0,0
0,0,69,0,0.5719,3858,5,1,2,0,1
0,1,46,0,0.3495,4500,3,3,1,0,1
0,0.0277,36,1,0.0996,5200,8,0,0,0,0
0,0.0506,50,0,0.3301,8400,11,0,1,0,2
0,0.1342,36,0,0.1677,7692,10,0,0,0,1
0,0.967,41,0,0.5916,11250,15,0,2,0,0
0,0.0401,69,0,0.36,1,8,0,0,0,0
0,1,33,0,0.3692,4216,7,0,0,0,1
1,0.0288,49,2,0.5106,6100,14,0,2,0,0
1,0.0085,54,0,0.4871,3210,12,0,1,1,3
0,0.0456,73,0,0.4041,4500,5,0,1,0,1
0,0.2839,66,0,0.3851,7000,8,0,2,0,2
0,0.0232,36,0,0.663,3500,10,0,2,0,2
0,0.9311,54,0,0.6621,3500,7,0,2,0,0
0,0.527,51,0,0.7207,4700,15,0,2,0,0
0,0.5784,40,2,0.5999,8000,12,0,4,0,6
0,0.0137,68,0,0.1392,4064,4,0,0,0,1
0,0.8692,49,0,0.271,5593,8,1,0,1,4
0,0.4513,53,4,0.204,9000,15,0,2,0,1
0,0.0732,47,0,0.3583,9569,8,0,2,0,1
0,0.135,41,1,0.1843,8166,6,0,1,0,1
0,0.6311,54,0,0.7799,6233,9,0,3,0,1
0,0.0235,58,0,0.2653,5000,8,0,1,0,1
0,0.0466,58,0,0.2996,3000,12,0,1,0,0
0,0.9999,43,0,0.3789,7500,8,0,2,0,0
0,0.1591,56,1,0.5904,13916,14,0,7,0,0
0,1,42,0,0.0087,800,2,0,0,0,0
0,0,59,0,0.1329,15824,9,0,1,0,0
0,0.0936,44,0,0.6683,5000,12,0,2,0,2
0,0.5026,49,0,0.3143,6817,11,0,1,0,0
0,0.9854,57,0,0.0169,3500,4,0,0,1,0
0,0.1545,73,0,0.2025,2157,13,0,3,0,1
0,0.0215,60,0,0.2288,2800,22,0,1,0,1
0,0.7843,50,5,0.5188,8500,11,1,0,0,1
0,0.0052,80,0,0.7091,10000,13,0,3,0,0
0,0.3576,55,0,0.1582,4689,4,0,0,0,2
0,0.6098,67,1,0.6455,5604,9,0,2,0,0
0,0.9809,59,1,0.3786,987,5,0,2,0,2
0,0.0447,67,0,0.4014,5114,5,0,2,0,0
0,0.0348,42,0,0.2175,5925,3,0,1,0,0
0,0.0301,55,0,0.1523,9124,8,0,1,0,2
0,0,61,0,0.3851,5250,8,0,5,0,1
0,0.0161,68,0,0.7908,1500,7,0,1,0,0
0,0.8691,45,0,0.2071,980,8,0,1,0,0
0,0.0238,56,0,0.6773,5000,6,0,2,0,0
0,0.5481,44,0,0.3221,1300,2,0,0,0,0
0,0.3801,74,0,0.1647,6083,14,0,0,0,0
0,0.335,38,0,0.0137,51000,3,0,0,0,0
0,0.3048,43,0,0.3879,4000,4,0,1,0,2
0,0.3749,63,0,0.7072,10730,11,0,2,0,0
0,0.3646,55,0,0.2634,5416,9,0,1,1,0
0,0.0949,76,0,0.1558,6200,10,0,2,0,0
0,0.0018,31,0,0.487,2802,8,0,1,0,1
0,0.0093,46,0,0.3881,5600,11,0,2,0,0
0,0.189,64,0,0.7893,10000,6,0,2,0,0
0,0.1534,50,0,0.3757,4000,9,0,1,0,0
0,0.7782,36,1,0.5006,1579,2,0,0,0,4
0,0.2912,56,0,0.1652,6940,7,0,1,0,0
0,0.9494,64,0,0.2416,2950,6,0,0,0,0
0,0.0102,89,0,0.0765,4250,10,0,2,0,0
0,0,46,0,0.7273,3208,5,0,1,0,0
0,0.5186,50,0,0.8372,2400,6,0,1,0,0
0,0.0197,80,0,0.0051,3500,9,0,0,0,0
0,0.5886,50,0,0.2368,7916,7,0,1,0,1
0,0.0319,34,0,0.0007,8452,3,0,0,0,2
0,0.1522,30,0,0.2281,5180,7,0,0,0,1
0,0.101,48,1,0.0919,4850,11,0,0,0,2
0,0.6785,49,2,0.5257,7829,13,0,2,0,2
0,0.1779,55,0,0.3007,12500,13,0,2,0,3
0,0.3511,43,0,0.0903,3166,4,1,0,0,1
0,0.179,55,2,0.1248,9000,6,0,0,0,0
0,0.9361,30,0,0.0231,3200,4,2,0,0,1
0,0.0409,53,0,0.2256,9000,4,0,1,0,0
0,0.0176,65,0,0.2058,3400,7,0,0,0,0
0,0.2369,68,0,0.3632,11000,20,0,0,0,0
0,0.272,45,0,0.4281,10000,8,0,2,0,3
0,0.0042,80,0,0.0023,3484,8,0,0,0,0
0,0.0076,50,0,0.6234,2880,13,0,1,0,1
0,0.1005,56,0,0.4188,5790,7,0,2,0,0
0,0,45,0,0.1337,12416,6,0,1,0,2
0,0.1006,48,0,0.9226,2931,7,0,1,0,3
0,0.1475,52,1,0.6878,3666,14,0,2,0,1
0,0.1192,49,0,0.4227,5719,8,0,2,0,2
0,0.0928,44,0,0.1569,15000,9,0,1,0,2
0,0.1594,60,2,0.2332,9050,15,0,2,0,0
0,1,28,0,0.6484,3042,9,0,1,0,0
0,0.0016,51,0,0.2142,10266,8,0,1,0,3
0,0,62,0,0.0006,20834,7,0,0,0,1
0,0.0714,38,0,0.1396,2800,7,0,0,0,0
0,0.0087,83,0,0.0053,4914,11,0,0,0,0
0,0.3757,47,0,0.6079,2381,8,1,1,0,1
0,0.0311,48,0,0.0053,4117,2,0,0,0,1
0,0.8032,27,0,0.0891,4700,6,0,0,0,0
0,0.0213,39,0,0.092,2000,3,0,0,0,0
0,0.2285,44,1,0.8006,5762,10,0,2,0,1
0,0.6742,71,0,0.5044,4269,8,0,1,0,0
0,0,40,0,0.1075,1200,3,0,1,0,3
0,0.1718,35,0,0.1207,9475,12,0,7,0,1
0,0.2388,62,0,0.1344,16000,8,0,1,0,2
0,0.7367,36,0,0.0945,2000,6,0,0,0,1
1,0.9559,42,0,0.295,5500,8,0,0,0,0
0,0.1451,58,0,0.0177,6833,2,0,0,0,0
0,0.8749,64,3,0.1606,24200,12,0,2,1,0
0,0.2382,38,0,0.1346,2560,18,0,1,0,1
0,0.3531,48,0,0.5207,3500,7,0,1,0,0
0,0.8148,63,2,0.593,3100,4,0,1,2,2
0,0.1177,45,0,0.0133,4433,3,0,0,0,0
0,0.0138,72,0,0.1779,1972,11,0,0,0,0
0,0.7417,54,0,0.552,8700,12,0,2,0,1
0,0.0483,68,1,0.337,4744,17,0,1,0,0
0,0.85,33,0,0.6321,8666,11,0,2,0,0
1,0.5548,40,0,0.9024,4333,12,0,1,0,2
0,0.7488,52,0,0.9528,5083,7,0,2,0,0
0,0.0582,60,0,0.1495,8695,7,0,1,0,0
0,0.0412,31,0,0.0377,1300,11,0,0,0,0
0,0.2599,56,1,0.0685,8369,6,1,0,0,0
1,0.0428,67,1,0.1305,1600,2,0,0,0,1
0,0.0216,24,0,0.097,5400,5,0,0,0,0
0,0.1501,59,0,0.1783,8303,8,0,2,0,0
0,0.0038,40,0,0.1245,5500,7,0,0,0,2
0,0.8588,71,0,0.8864,14200,20,0,4,0,0
0,0.64,68,1,0.4576,10652,7,0,1,0,0
0,0.5138,41,2,0.3679,6783,14,0,3,0,3
0,0.5054,56,0,0.1259,2000,3,0,2,0,0
0,0.1545,33,0,0.1162,7666,3,0,1,0,0
1,0.4725,41,0,0.0481,8800,10,1,0,2,1
0,0.0386,40,4,0.1621,1208,8,0,1,0,3
0,0.2404,30,0,0.1272,6310,6,0,0,0,2
0,0.0253,60,0,0.1632,5000,28,0,1,0,0
0,0.0169,55,0,0.0026,20834,7,0,0,0,1
0,0.0588,69,1,0.1563,18145,11,0,2,0,1
0,0.0523,60,0,0.6377,12800,54,0,2,0,2
0,0.1215,64,0,0.6572,3750,15,0,2,0,1
0,0.225,63,1,0.0878,11458,7,0,1,0,1
0,0.4636,45,0,0.4497,8323,12,0,0,0,2
0,0.8675,51,0,0.5547,4167,6,0,1,0,2
0,0.8104,30,0,0.2881,2404,5,0,1,0,0
0,0.4221,58,0,0.6234,4166,18,0,0,0,0
0,0,38,0,0.575,3500,6,0,1,0,2
0,0.3631,58,0,0.2258,18093,7,0,1,0,2
0,1,40,0,0.7769,4800,4,0,2,0,0
0,0.3605,63,0,0.2201,7200,7,0,0,2,0
0,0.0093,46,0,0.5758,0,6,0,2,0,3
0,0.7727,50,0,0.1521,4639,22,0,2,0,2
0,0.1045,42,2,0.8672,5474,17,0,2,0,2
0,0.221,55,1,0.6915,3500,26,0,1,0,0
0,0,58,0,0.2761,15000,10,0,2,0,2
0,0.2486,50,0,0.3274,2800,5,0,0,0,1
0,0,58,0,0,2700,1,0,0,0,0
0,0.0477,59,0,0.0029,12000,4,0,0,0,0
0,0.0272,76,0,0.0032,12501,6,0,0,0,0
0,0.1154,54,0,0.2636,8896,13,0,1,0,0
0,0.27,44,0,0.1758,3400,6,0,0,0,2
0,0.0389,40,0,0.2118,5300,7,0,1,0,0
0,0.4102,59,0,0.1575,2200,6,0,2,0,0
0,0.5104,46,3,0.2222,5538,13,0,0,0,1
0,0.665,37,1,0.4148,6720,7,0,1,0,2
0,1,32,0,0,2460,0,1,0,0,1
0,0.0282,43,1,0.3335,7657,10,0,3,0,4
0,0.9524,42,0,0.5221,7547,11,0,0,0,2
0,0.0741,60,0,0.3598,3359,10,0,1,0,0
0,0.0126,49,0,0.1316,9379,7,0,1,0,1
0,0.4118,36,0,0.0095,9800,3,0,0,0,0
0,0.2794,33,0,0.5919,5559,10,0,2,0,3
0,0.1093,61,0,0.9703,4643,9,0,2,0,0
0,0.1685,32,1,0.3449,9625,7,0,2,0,1
0,0.0618,38,0,0.099,6250,2,0,0,0,1
0,0,63,0,0.4116,9793,11,0,2,0,0
0,0.0329,50,0,0.25,7800,7,0,2,0,1
0,0.0929,62,0,0.584,3833,9,0,1,0,0
0,0.0038,83,2,0.0034,6666,15,0,0,0,0
0,0.1325,51,0,0.4357,6083,31,0,2,0,0
0,0.1302,56,1,0.2469,0,8,0,2,0,0
0,0.2302,27,0,0.9119,1600,8,0,1,0,0
0,0.0715,46,2,0.0607,4246,8,0,0,0,1
0,0,56,0,0.2113,11333,7,0,1,0,3
0,1,53,0,0.2552,6750,6,0,1,0,0
1,0.7237,45,1,0.439,2833,11,0,0,0,1
0,0.7884,51,0,0.8447,3682,7,0,1,0,0
0,0,47,0,0.5712,4299,20,0,1,0,0
0,0.0642,61,0,0.3142,3500,4,0,1,0,1
0,0,41,0,0.2071,2000,7,0,1,0,3
0,0.1781,36,0,0.4089,5000,10,0,2,0,0
0,0.0275,52,0,0.2708,7400,8,0,2,0,0
0,0.057,45,1,0.3392,8328,5,0,1,0,2
0,0.3826,56,0,0.4453,1773,5,0,0,0,1
0,0.0136,75,0,0.1812,8982,12,0,2,0,0
0,0.2737,62,0,0.8253,1825,5,0,1,1,0
0,0.7452,44,0,0.2438,8000,9,0,0,0,0
0,0.0461,47,0,0.4484,5066,9,0,1,0,3
1,0.7685,36,0,0.0668,3500,6,1,0,1,3
0,0.1919,55,0,0.3382,10322,11,0,2,0,1
0,0,57,0,0.5519,5100,5,0,2,0,2
0,0.0643,32,1,0.3923,5000,9,0,2,0,1
0,0,57,0,0.0319,1600,4,0,0,0,1
0,0.7296,46,0,0.2743,4541,6,0,0,0,2
0,0.0125,83,0,0.0055,6750,19,0,0,0,2
0,0.0514,44,0,0.2033,4500,11,0,0,0,1
0,0.2953,59,0,0.2367,5800,12,0,2,0,0
0,0.1742,56,0,0.3121,12500,11,0,3,0,0
0,0.8952,24,0,0.1927,2900,4,1,0,0,0
0,0,49,0,0.1159,4667,4,0,0,0,0
0,0.3286,32,0,0.1598,6000,8,0,0,0,1
0,0.3009,49,0,0.3665,6700,16,0,1,0,2
0,0.4027,42,0,0.9708,3800,9,0,1,0,0
0,0.0335,64,0,0.0049,8833,4,0,0,0,1
0,0.221,66,0,0.8703,4325,18,0,2,0,0
0,0.1984,52,2,0.4434,6733,13,0,3,1,1
0,0,51,0,0.6892,3011,6,0,1,0,1
0,1,43,0,0.5839,6134,5,0,2,0,0
0,0.6954,40,0,0.1347,5350,4,0,1,0,1
0,0.02,85,0,0.0004,166666,15,0,0,0,0
0,0.0859,71,0,0.1246,14933,11,0,2,0,0
0,0,53,0,0.0731,13000,4,0,1,0,3
0,0.7538,68,0,0.5688,4746,7,0,1,0,0
1,0,33,0,0.5914,2500,9,0,1,0,0
0,1,38,0,0.4989,12150,9,0,3,0,0
0,0.7023,47,0,0.7192,6766,18,0,4,0,0
0,0.1072,46,0,0.1986,2083,16,0,1,0,2
0,0.1249,51,0,0.3541,11300,15,0,2,0,2
1,0.9552,41,0,0.1673,7000,4,0,0,0,2
0,0,27,0,0.2345,2720,5,0,0,0,0
0,0.1356,38,0,0.3252,2671,2,0,1,0,0
0,1,51,0,0.0061,6610,0,1,0,0,0
0,0.0335,49,0,0.3879,4392,10,0,1,0,1
0,0.3927,53,0,0.3672,9900,16,0,1,0,3
0,0.104,41,1,0.6934,8276,12,0,2,0,1
0,0.0892,74,0,0.4152,5266,11,0,2,0,0
0,0.3318,44,0,0.886,3893,5,0,1,0,1
0,0.4157,58,0,0.3376,2860,4,0,0,0,1
0,0.2826,55,0,0.3067,1300,3,0,0,0,0
